0.5 0 0
0.501481 0.00296733 1.20118e-18
0.502963 0.00594328 3.99264e-18
0.504444 0.00892769 4.7768e-18
0.505926 0.0119204 1.4287e-17
0.507407 0.0149213 2.21606e-17
0.508889 0.0179301 3.15575e-18
0.51037 0.0209468 2.20319e-17
0.511852 0.0239712 2.19682e-17
0.513333 0.027003 6.2583e-18
0.514815 0.0300422 3.11942e-17
0.516296 0.0330886 1.24448e-17
0.517778 0.036142 4.9628e-17
0.519259 0.0392022 1.85592e-17
0.520741 0.0422691 4.31863e-17
0.522222 0.0453426 3.69078e-17
0.523704 0.0484224 3.08177e-17
0.525185 0.0515084 7.95205e-17
0.526667 0.0546004 5.48945e-17
0.528148 0.0576982 3.64937e-17
0.52963 0.0608018 7.30355e-17
0.531111 0.0639108 6.04881e-17
0.532593 0.0670252 8.44506e-17
0.534074 0.0701448 0
0.535556 0.0732694 7.19779e-17
0.537037 0.0763989 5.98207e-17
0.538519 0.079533 7.25694e-17
0.54 0.0826717 5.94925e-18
0.541481 0.0858147 9.49248e-17
0.542963 0.0889618 2.01228e-16
0.544444 0.092113 1.18014e-17
0.545926 0.095268 1.65665e-16
0.547407 0.0984267 1.52639e-16
0.548889 0.101589 9.36437e-17
0.55037 0.104754 1.16743e-16
0.551852 0.107923 2.32886e-17
0.553333 0.111095 2.32262e-16
0.554815 0.114269 1.62083e-16
0.556296 0.117446 1.38615e-16
0.557778 0.120626 9.21514e-17
0.559259 0.123808 1.39783e-16
0.560741 0.126992 6.8745e-17
0.562222 0.130179 2.51383e-16
0.563704 0.133367 1.59934e-16
0.565185 0.13656 1.26729e-06
0.566667 0.139977 8.62394e-05
0.568148 0.143408 0.000174167
0.56963 0.146854 0.000265708
0.571111 0.150314 0.000359888
0.572593 0.153789 0.000456815
0.574074 0.157277 0.000556726
0.575556 0.16078 0.000661914
0.577037 0.164298 0.000769899
0.578519 0.16783 0.000876309
0.58 0.171377 0.000987409
0.581481 0.174939 0.00110329
0.582963 0.178515 0.00122291
0.584444 0.182105 0.00134673
0.585926 0.18571 0.00147233
0.587407 0.18933 0.0016036
0.588889 0.192964 0.00173421
0.59037 0.196613 0.00186793
0.591852 0.200275 0.00200598
0.593333 0.203953 0.00214709
0.594815 0.207644 0.00229871
0.596296 0.211349 0.00245205
0.597778 0.215068 0.00260463
0.599259 0.218801 0.00276758
0.600741 0.222548 0.00293095
0.602222 0.226308 0.00309598
0.603704 0.230081 0.00326511
0.605185 0.233868 0.00343708
0.606667 0.237667 0.00360699
0.608148 0.241479 0.00379677
0.60963 0.245303 0.00398441
0.611111 0.249138 0.00417963
0.612593 0.252986 0.00437993
0.614074 0.256845 0.00457324
0.615556 0.260715 0.00476441
0.617037 0.264596 0.00494506
0.618519 0.268487 0.00515838
0.62 0.272387 0.0053647
0.621481 0.276298 0.00557719
0.622963 0.280217 0.00579223
0.624444 0.284144 0.00600624
0.625926 0.288079 0.00622043
0.627407 0.292022 0.00642769
0.628889 0.295972 0.00665045
0.63037 0.299928 0.00687218
0.631852 0.303889 0.00710927
0.633333 0.307856 0.00733239
0.634815 0.311826 0.00754396
0.636296 0.315801 0.00779295
0.637778 0.319778 0.00803389
0.639259 0.323758 0.0082911
0.640741 0.327738 0.00855636
0.642222 0.33172 0.00880772
0.643704 0.335701 0.00904411
0.645185 0.339681 0.00927139
0.646667 0.343659 0.00951022
0.648148 0.347634 0.00973197
0.64963 0.351605 0.0100542
0.651111 0.355571 0.0103044
0.652593 0.359532 0.0105727
0.654074 0.363485 0.0108071
0.655556 0.367431 0.0110595
0.657037 0.371367 0.011321
0.658519 0.375293 0.0115656
0.66 0.379208 0.0118091
0.661481 0.383111 0.0120962
0.662963 0.386999 0.0123597
0.664444 0.390873 0.0126332
0.665926 0.39473 0.0128831
0.667407 0.398571 0.0131541
0.668889 0.402392 0.0134238
0.67037 0.406193 0.0136592
0.671852 0.409973 0.0139046
0.673333 0.41373 0.014138
0.674815 0.417463 0.0144361
