0.5 0 0
0.501481 0.0109779 0.000237809
0.502963 0.0218592 0.000473505
0.504444 0.0326453 0.000707209
0.505926 0.0433377 0.000938881
0.507407 0.0539376 0.00116852
0.508889 0.0644465 0.00139613
0.51037 0.0748657 0.0016217
0.511852 0.0851964 0.00184565
0.513333 0.0954399 0.00206757
0.514815 0.105597 0.00228786
0.516296 0.11567 0.00250572
0.517778 0.12566 0.00272235
0.519259 0.135567 0.00293695
0.520741 0.145393 0.00314993
0.522222 0.155139 0.00336087
0.523704 0.164806 0.00357019
0.525185 0.174395 0.00377829
0.526667 0.183908 0.00398435
0.528148 0.193345 0.00419042
0.52963 0.202707 0.00438957
0.531111 0.211996 0.0045928
0.532593 0.221213 0.00479195
0.534074 0.230358 0.00499111
0.535556 0.239432 0.0051862
0.537037 0.248438 0.00538129
0.538519 0.257374 0.00557639
0.54 0.266243 0.00576741
0.541481 0.275045 0.00595844
0.542963 0.283781 0.00614947
0.544444 0.292453 0.00633643
0.545926 0.30106 0.0065234
0.547407 0.309604 0.00670629
0.548889 0.318086 0.00688919
0.55037 0.326507 0.00707209
0.551852 0.334867 0.00725499
0.553333 0.343167 0.00743383
0.554815 0.351407 0.00761266
0.556296 0.35959 0.0077915
0.557778 0.367715 0.00796627
0.559259 0.375784 0.00814104
0.560741 0.383796 0.00831581
0.562222 0.391753 0.00848651
0.563704 0.399656 0.00865722
0.565185 0.407504 0.00882792
0.566667 0.415292 0.00899456
0.568148 0.423023 0.00915308
0.56963 0.430694 0.00930755
0.571111 0.438308 0.00946609
0.572593 0.445864 0.00961654
0.574074 0.453363 0.00976296
0.575556 0.460805 0.00990537
0.577037 0.468191 0.01006
0.578519 0.475521 0.010227
0.58 0.482796 0.0103575
0.581481 0.490016 0.010488
0.582963 0.497181 0.0106106
0.584444 0.504292 0.0107334
0.585926 0.511349 0.0108685
0.587407 0.518354 0.0109754
0.588889 0.525305 0.0110784
0.59037 0.532204 0.0112344
0.591852 0.539051 0.0113907
0.593333 0.545847 0.0115229
0.594815 0.552592 0.0116147
0.596296 0.559285 0.0117596
0.597778 0.565929 0.0118765
0.599259 0.572523 0.011949
0.600741 0.579068 0.0120422
0.602222 0.585564 0.0121398
0.603704 0.592011 0.0122054
0.605185 0.59841 0.0122634
0.606667 0.604762 0.0124108
0.608148 0.611066 0.0125021
0.60963 0.617324 0.0125937
0.611111 0.623535 0.0126818
0.612593 0.629701 0.0127542
0.614074 0.635821 0.0127948
0.615556 0.641896 0.012836
0.617037 0.647927 0.012902
0.618519 0.653913 0.0129483
0.62 0.659856 0.0129671
0.621481 0.665756 0.0130027
0.622963 0.671612 0.0130468
0.624444 0.677426 0.013156
0.625926 0.683199 0.0131452
0.627407 0.68893 0.0132715
0.628889 0.694619 0.0133302
0.63037 0.700268 0.0133336
0.631852 0.705877 0.0134096
0.633333 0.711446 0.0134702
0.634815 0.716976 0.0135235
0.636296 0.722466 0.0135655
0.637778 0.727918 0.0136002
0.639259 0.733332 0.0136277
0.640741 0.738709 0.0136043
0.642222 0.744048 0.0136213
0.643704 0.749351 0.0136747
0.645185 0.754617 0.0136972
0.646667 0.759847 0.0137202
0.648148 0.765042 0.0137481
0.64963 0.770202 0.0138236
0.651111 0.775327 0.0138331
0.652593 0.780418 0.0138276
0.654074 0.785475 0.0138775
0.655556 0.790499 0.0139322
0.657037 0.79549 0.0140061
0.658519 0.800449 0.0140344
0.66 0.805376 0.0140324
0.661481 0.810271 0.0139848
0.662963 0.815135 0.0139839
0.664444 0.819968 0.0140606
0.665926 0.824771 0.0140994
0.667407 0.829545 0.0141501
0.668889 0.834288 0.014167
0.67037 0.839003 0.0141304
0.671852 0.843689 0.0141632
0.673333 0.848348 0.0141737
0.674815 0.852978 0.0141773
0.676296 0.857582 0.014245
0.677778 0.862158 0.0142687
0.679259 0.866708 0.0142388
0.680741 0.871232 0.0143191
0.682222 0.875731 0.0143345
0.683704 0.880205 0.0143103
0.685185 0.884654 0.0143159
0.686667 0.889079 0.0143434
0.688148 0.89348 0.0142975
0.68963 0.897858 0.0142783
0.691111 0.902212 0.014313
0.692593 0.906545 0.0143088
0.694074 0.910855 0.0143846
0.695556 0.915144 0.0144633
0.697037 0.919411 0.014455
0.698519 0.923658 0.0144381
0.7 0.927885 0.014476
0.701481 0.932092 0.0145431
0.702963 0.936279 0.0145868
0.704444 0.940447 0.0146272
0.705926 0.944597 0.0146167
0.707407 0.948728 0.01467
0.708889 0.952842 0.0147056
0.71037 0.956939 0.0147893
0.711852 0.961019 0.0148437
0.713333 0.965082 0.0149398
0.714815 0.969129 0.0149694
0.716296 0.973161 0.0150033
0.717778 0.977178 0.0150666
0.719259 0.98118 0.0149888
0.720741 0.985168 0.0150423
0.722222 0.989142 0.0149891
0.723704 0.993103 0.0150323
0.725185 0.997051 0.0151156
0.726667 1.00099 0.0151218
0.728148 1.00491 0.0150321
0.72963 1.00882 0.0149916
0.731111 1.01272 0.014999
0.732593 1.01661 0.0149559
0.734074 1.02049 0.0148983
0.735556 1.02436 0.0149637
0.737037 1.02822 0.0150443
0.738519 1.03207 0.0150893
0.74 1.03591 0.0151229
0.741481 1.03975 0.0151475
0.742963 1.04357 0.015077
0.744444 1.04739 0.0150686
0.745926 1.0512 0.0150785
0.747407 1.05501 0.0150508
0.748889 1.05881 0.0150986
0.75037 1.0626 0.0150563
0.751852 1.06639 0.0150803
0.753333 1.07018 0.0151924
0.754815 1.07396 0.0151628
0.756296 1.07774 0.0151653
0.757778 1.08151 0.0151794
0.759259 1.08528 0.0151914
0.760741 1.08905 0.0151277
0.762222 1.09281 0.0150883
0.763704 1.09657 0.015065
0.765185 1.10034 0.0151051
0.766667 1.1041 0.0150845
0.768148 1.10786 0.0151876
0.76963 1.11162 0.0151282
0.771111 1.11538 0.0151245
0.772593 1.11915 0.0151237
0.774074 1.12291 0.0151616
0.775556 1.12668 0.0150333
0.777037 1.13045 0.0150744
0.778519 1.13422 0.0149899
0.78 1.13799 0.015003
0.781481 1.14177 0.0150852
0.782963 1.14555 0.0150139
0.784444 1.14934 0.0150331
0.785926 1.15313 0.0150582
0.787407 1.15693 0.0150785
0.788889 1.16073 0.0150356
0.79037 1.16454 0.0149454
0.791852 1.16835 0.0149475
0.793333 1.17218 0.0148968
0.794815 1.17601 0.0148485
0.796296 1.17985 0.0147042
0.797778 1.18369 0.0146461
0.799259 1.18755 0.0146603
0.800741 1.19141 0.0146844
0.802222 1.19529 0.0146704
0.803704 1.19917 0.014628
0.805185 1.20307 0.0145984
0.806667 1.20698 0.0145348
0.808148 1.2109 0.014501
0.80963 1.21483 0.0145263
0.811111 1.21877 0.0145309
0.812593 1.22273 0.0146153
0.814074 1.2267 0.0145534
0.815556 1.23068 0.0146396
0.817037 1.23468 0.0146151
0.818519 1.2387 0.0147041
0.82 1.24273 0.0146705
0.821481 1.24677 0.0147092
0.822963 1.25083 0.0146195
0.824444 1.25491 0.0145906
0.825926 1.259 0.0145675
0.827407 1.26311 0.0145823
0.828889 1.26724 0.0146718
0.83037 1.27139 0.0146955
0.831852 1.27555 0.0145822
0.833333 1.27974 0.0146231
0.834815 1.28395 0.0146945
0.836296 1.28818 0.0149443
0.837778 1.29242 0.0150245
0.839259 1.29669 0.0151291
0.840741 1.30098 0.0150873
0.842222 1.30529 0.015074
0.843704 1.30963 0.0150538
0.845185 1.31399 0.0151295
0.846667 1.31837 0.0152969
0.848148 1.32277 0.0154103
0.84963 1.3272 0.0155389
0.851111 1.33165 0.015707
0.852593 1.33612 0.0157903
0.854074 1.34062 0.0159297
0.855556 1.34515 0.0160812
0.857037 1.3497 0.0161502
0.858519 1.35428 0.0163153
0.86 1.35889 0.0164696
0.861481 1.36352 0.0167379
0.862963 1.36818 0.0168752
0.864444 1.37287 0.0171494
0.865926 1.37758 0.0173487
0.867407 1.38232 0.0176173
0.868889 1.38709 0.0179522
0.87037 1.39189 0.0182438
0.871852 1.39672 0.0185212
0.873333 1.40157 0.0187684
0.874815 1.40646 0.0189866
0.876296 1.41137 0.0193625
0.877778 1.41632 0.0196088
0.879259 1.42129 0.0198556
0.880741 1.42629 0.0202428
0.882222 1.43132 0.020596
0.883704 1.43639 0.02114
0.885185 1.44148 0.0215239
0.886667 1.4466 0.0219453
0.888148 1.45176 0.0224428
0.88963 1.45694 0.0227976
0.891111 1.46216 0.0232495
0.892593 1.46741 0.0237035
0.894074 1.47269 0.0242255
0.895556 1.478 0.0246759
0.897037 1.48335 0.0251945
0.898519 1.48872 0.0257235
0.9 1.49413 0.0262235
