M [M_sun]	stat_err M	sys_err M	R [km]	stat_err R	sys_err R	stability
7.320085e+01	3.317881e+00	1.260000e-03	1.270322e+04	5.743547e+02	3.600000e-01	0
7.664735e+01	3.492508e+00	6.260000e-03	1.359199e+04	5.397300e+02	1.310000e+00	0
8.030036e+01	3.641079e+00	4.376000e-02	1.423726e+04	5.064272e+02	5.940000e+00	0
8.398448e+01	3.760062e+00	8.622000e-02	1.462398e+04	4.874574e+02	5.440000e+00	0
8.755180e+01	3.853735e+00	9.653000e-02	1.477416e+04	4.840886e+02	7.900000e-01	0
9.087784e+01	3.930490e+00	2.050000e-02	1.473120e+04	4.893624e+02	4.200000e+00	0
9.400528e+01	3.985640e+00	7.523000e-02	1.453581e+04	4.953947e+02	6.590000e+00	0
9.691112e+01	4.031050e+00	2.516900e-01	1.421647e+04	4.946546e+02	3.564000e+01	0
9.950381e+01	4.080113e+00	4.692100e-01	1.380730e+04	4.843854e+02	9.374000e+01	0
1.017247e+02	4.133848e+00	4.430000e-01	1.334393e+04	4.674378e+02	1.301200e+02	0
1.035497e+02	4.185935e+00	2.026000e-01	1.285920e+04	4.486902e+02	1.143900e+02	0
1.049863e+02	4.230150e+00	3.780000e-02	1.238127e+04	4.316644e+02	6.709000e+01	0
1.060681e+02	4.264222e+00	1.645000e-01	1.193320e+04	4.172574e+02	1.934000e+01	0
1.068586e+02	4.289816e+00	1.766000e-01	1.152866e+04	4.046816e+02	7.030000e+00	0
1.074417e+02	4.310348e+00	1.333000e-01	1.116520e+04	3.932325e+02	1.478000e+01	0
1.078841e+02	4.328004e+00	7.280000e-02	1.083615e+04	3.829007e+02	9.490000e+00	0
1.082363e+02	4.343958e+00	1.540000e-02	1.053311e+04	3.737651e+02	3.040000e+00	0
1.085361e+02	4.358900e+00	2.740000e-02	1.024557e+04	3.654104e+02	1.601000e+01	0
1.088090e+02	4.373317e+00	4.770000e-02	9.961439e+03	3.568801e+02	2.137200e+01	0
1.090594e+02	4.387328e+00	4.810000e-02	9.676800e+03	3.479133e+02	1.861900e+01	0
1.092767e+02	4.400533e+00	3.970000e-02	9.392523e+03	3.388184e+02	1.180800e+01	0
1.094392e+02	4.411738e+00	3.440000e-02	9.109260e+03	3.296123e+02	5.071000e+00	0
1.095090e+02	4.418674e+00	3.890000e-02	8.827446e+03	3.200922e+02	2.173000e+00	0
1.094258e+02	4.417641e+00	4.450000e-02	8.548167e+03	3.105894e+02	5.361000e+00	0
